filename,L,A,B,cluster
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00581.jpg,123.65914053809072,149.72125169955913,138.22790573111945,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00582.jpg,124.3520664965263,153.0890401247696,137.2903551680136,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00583.jpg,126.7401263060314,152.24289769983972,137.7428494177176,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00584.jpg,116.95758809872764,148.05903944177118,137.7053734711612,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00585.jpg,126.13926748918028,145.10184527269988,144.70174192020326,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00586.jpg,133.80102541565955,133.7138650845968,132.2161283234454,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00587.jpg,147.80445683529845,151.1016243635167,133.46277903622388,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00588.jpg,91.80376607043041,150.22564980436,144.76011389044157,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00589.jpg,138.72798752189422,145.0395310482376,136.89360369229195,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00590.jpg,131.2837609025221,145.94409442617786,133.6557854738044,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00591.jpg,108.98163008609679,149.47417584024805,136.66056611316412,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00592.jpg,116.82436926675356,144.95661919670593,135.84093705458844,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00593.jpg,123.07654818465224,150.71827055284044,143.67762092108308,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00594.jpg,104.82059676363296,145.31411935272658,142.36720138434197,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00595.jpg,110.85074271089476,146.79630651879359,137.46074421638983,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00596.jpg,85.22908664351266,151.055914621524,138.25475538790624,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00597.jpg,72.79063446313255,141.71768397241783,129.8493560509322,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00598.jpg,135.14786630181595,141.34626518012618,138.0330966326692,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00599.jpg,130.1101845406373,148.78767171939595,141.598940205424,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00600.jpg,126.10889939285278,151.69663012917158,135.29120655230022,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00601.jpg,135.26467739074673,141.7928997312158,137.76185993205354,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00602.jpg,97.01978701885895,143.33480873341662,131.8934380391457,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00603.jpg,127.68547132210423,144.52454205454396,136.76383391116815,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00604.jpg,98.53802507344861,145.77826369732446,131.07019668528113,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00605.jpg,128.0749838674984,148.84667670466766,132.4816949881695,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00606.jpg,128.0657934099748,150.51025684858328,133.26753280054703,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00607.jpg,118.89325247858312,153.15758120234008,137.707286553085,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00608.jpg,129.86607027839403,138.8714234595291,130.8274243183282,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00609.jpg,107.61860465116278,148.25391654772898,152.68425824867768,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00610.jpg,109.60363341550985,142.5874352653088,135.05013319214416,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00611.jpg,110.53282720149988,151.62743759186176,152.41718842223432,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00612.jpg,104.51848343476922,144.08724275937197,143.86295498140998,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00613.jpg,117.74932127823857,163.80735510224414,171.62971680490173,3
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00614.jpg,134.49873845936995,144.44955951793642,134.44631756994855,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00615.jpg,145.5534009375299,142.43814216014542,133.90304218884532,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00616.jpg,127.40530533920307,154.2259848741393,133.74884298453551,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00617.jpg,150.38504585495355,142.00568661759382,130.41988958609872,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_train_00618.jpg,101.44659341761991,140.6371663656432,128.81563566124825,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00000.jpg,142.44758356735213,138.70159208261617,132.8857912854425,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00001.jpg,140.00445834557362,138.25786690628834,123.5196305448513,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00002.jpg,127.27761912761073,144.98826922000111,136.30071672546055,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00003.jpg,124.34410641047249,147.75103938423507,141.36700095510983,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00004.jpg,94.75095210081432,146.40283927299748,140.8357587392018,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00005.jpg,114.81746353713899,138.70408577223992,131.87383367139958,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00006.jpg,93.157251158861,135.26455141232617,131.51924965177082,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00007.jpg,131.85352766126954,150.14516015652458,135.2021463551796,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00008.jpg,140.02377744910552,143.71174082203655,127.84067036579967,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00009.jpg,120.47792079817701,154.16113403543346,135.62741475231468,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00010.jpg,145.01580925354247,141.20198262803675,134.3984622169386,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00011.jpg,111.76779950636036,143.13036697496543,129.7212970246006,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00012.jpg,105.60130888756927,136.6063687648456,126.75613618368963,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00013.jpg,129.73333040788117,152.22607894332668,132.27028983917327,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00014.jpg,121.10258938885914,153.71260319517623,136.26812431320616,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00015.jpg,93.64264517671548,142.46767365652644,132.483594222466,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00016.jpg,127.30288498809458,143.78829392546652,137.7430754748325,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00017.jpg,94.80735249870072,142.4008041795454,132.3435269017205,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00018.jpg,130.16405689524885,136.09152214878088,127.03367035573879,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00019.jpg,125.2880534465701,138.42442668326683,131.7666714836759,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00020.jpg,95.48606815517802,147.49239503452952,134.70810207741954,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00021.jpg,146.7358117482548,159.1265499197046,166.62864196991382,3
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00022.jpg,133.1002552415679,139.0931996353692,124.76266180492252,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00023.jpg,107.4155898411052,145.1132287480012,138.52812711583618,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00024.jpg,113.22738580953329,150.34907287623975,142.7658141771984,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00025.jpg,114.88729279082203,138.71948373924457,138.09588741432114,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00026.jpg,115.12842588325276,153.37002971141683,136.10739255351487,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00027.jpg,123.12114207086343,167.57235638114895,169.65664946680425,3
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00028.jpg,132.1216257649901,141.02585329359678,131.51993573469713,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00029.jpg,120.17105633897305,142.80598677060553,131.85364479209994,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00030.jpg,103.94106908698224,142.9183914843288,131.9810120073021,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00031.jpg,104.51414335191646,145.13500881947752,135.93216083636972,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00032.jpg,143.2625694259174,155.6779607576823,161.3119497465499,3
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00033.jpg,126.34293216440258,144.81303979861985,133.02891584566643,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00034.jpg,129.3833239566285,156.64813062602292,139.47536057692307,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00035.jpg,127.6114803335783,140.2665431191488,123.99803495542704,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00036.jpg,117.68465404769543,151.86311624425196,136.43336541546358,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00037.jpg,116.60653844271522,151.2731855332061,131.0395340870161,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00038.jpg,99.52819587986404,150.5041097315669,141.96502393008254,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00039.jpg,125.51152401049977,149.6279376190231,141.70609913016625,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00040.jpg,138.69849514509116,135.74598760969425,131.71227574547598,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00041.jpg,86.26040014419611,144.12615356885365,139.42901946647441,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00042.jpg,147.42550976003977,149.78675556384434,151.68239462886982,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00043.jpg,95.78268141420061,146.2458247875769,136.60265895106943,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00044.jpg,133.198542503416,143.4774405476654,133.71934909527556,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00045.jpg,126.0601301166051,138.3229172361546,124.73098821452838,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00046.jpg,127.13089407037899,150.6627993589599,139.27729499130984,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00047.jpg,100.76442660939354,140.92984513649466,138.2340049737184,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00048.jpg,145.97407359917938,150.69785869983332,130.06531606616232,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00049.jpg,138.6053089827989,146.38344659163303,138.66172223401998,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00050.jpg,127.22607106514651,141.27365896205845,125.55802338379748,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00051.jpg,101.50305749923943,154.0678278065105,145.78595984180103,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00052.jpg,109.85308131367213,142.7847157410773,132.96381801927478,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00053.jpg,130.22506900470856,150.0215944146777,134.73528170157493,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00054.jpg,106.33478039896659,145.11170640803016,142.0070941510313,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00055.jpg,126.51626775552756,141.64879892272273,131.2910168976152,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00056.jpg,101.37119397363465,151.37987193973635,143.05521657250472,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00057.jpg,90.30331473682574,152.5145223702,144.41389920589287,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00058.jpg,120.42339365329137,151.03834251245738,140.1388408077629,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00059.jpg,112.36106222118907,145.01660412446452,125.6250678001749,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00060.jpg,109.38051919677439,146.0995292668878,140.01777663018652,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00061.jpg,141.39963906930063,154.1289410447689,133.51721176209455,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00062.jpg,100.39819999453717,145.04330665646935,134.77644696949005,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00063.jpg,137.27586792653148,149.9762713663871,133.93227518844887,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00064.jpg,139.26767783161296,151.78220162441775,132.31109706715353,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00065.jpg,140.46098177575286,146.66932436937438,160.44861929103234,3
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00066.jpg,94.78716558083478,147.5875771736535,133.55643483303203,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00067.jpg,104.70168871142168,151.95440122642518,131.99062355164176,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00068.jpg,115.46960155927883,144.02509464372727,133.85342404138086,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00069.jpg,115.82269265858608,145.82058872814613,138.08905397605616,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00070.jpg,88.87685082646323,145.64159591485173,138.14895820515974,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00071.jpg,129.9875172811833,134.10183482544326,132.31883279867924,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00072.jpg,105.26481058328322,153.67949488875527,141.26856283824415,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00073.jpg,115.94525729938908,148.70178489901517,136.23114550948975,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00074.jpg,143.66355324932047,148.6146116464871,134.77614694012024,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00075.jpg,142.1144179323438,138.1037387814981,130.84253106662064,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00076.jpg,111.90997181475919,151.261032361594,135.04336823914252,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00077.jpg,102.02252519264968,139.87961650472926,136.68549779644854,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00078.jpg,104.76526465560481,137.71830120888907,134.19805922635194,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00079.jpg,107.65015397162422,149.23971764838225,140.92066594485144,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00080.jpg,134.62098133120483,148.33431998580994,130.9585716819653,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00081.jpg,90.70359758465102,132.07221947006923,126.9740657928209,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00082.jpg,114.18330635743408,143.8359523858305,143.40570386609028,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00083.jpg,100.13204615104135,139.74798371343988,127.22876713518019,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00084.jpg,120.86098193869948,130.6387868355471,128.4925622382653,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00085.jpg,118.69179171564899,149.95983680243413,135.77655763778438,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00086.jpg,121.89487508075534,142.47450249414854,126.90095423687526,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00087.jpg,100.12313405875638,144.5179838441641,131.62795335327525,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00088.jpg,133.38457355834348,147.95919961246057,131.40148886318474,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00089.jpg,120.75366039701586,152.24991162955106,135.95168461982104,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00090.jpg,111.90808795323073,156.57531724233172,135.9469395896948,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00091.jpg,122.52633054904553,148.4807804018188,134.1732267692246,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00092.jpg,100.26935227826415,135.93995881992362,136.14565487323767,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00093.jpg,109.82452237457699,151.3659750030336,144.66433415577936,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00094.jpg,116.41182862009221,145.88839456141898,136.07306257892108,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00095.jpg,120.42027996326723,149.3453873073391,142.85826859596435,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00096.jpg,109.12805864859257,144.69935680199183,136.88966041911613,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00097.jpg,79.14818174848585,136.9668038128338,129.17294472413175,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00098.jpg,114.93380051449064,148.04512564469732,140.75803733225197,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00099.jpg,114.20258230244035,148.67381869803285,140.7898330291354,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00100.jpg,142.10069377019084,139.96012145391637,128.74717107702085,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00101.jpg,81.5889271262716,145.02057255228226,142.27111144726393,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00102.jpg,87.49684078907113,134.8897668169786,128.34384186652832,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00103.jpg,140.28163922782272,148.28487354455746,139.26698967555365,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00104.jpg,169.6327775155327,138.39343990406084,143.13454448030822,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00105.jpg,92.86342190971905,133.25267098895077,134.78154202051564,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00106.jpg,108.07500849863563,145.1269466469437,145.07734217803952,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00107.jpg,146.1356540424389,159.33879129734086,159.76112812248186,3
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00108.jpg,131.11366726912814,150.00869265857648,128.98264910921765,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00109.jpg,104.32956679747744,140.12525767686176,127.12664722319779,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00110.jpg,130.90060003461738,136.44133315383579,130.93716945208377,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00111.jpg,112.97367224836296,150.3134759266312,134.9558091821566,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00112.jpg,133.00601632222768,147.8850900630714,135.70558191104567,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00113.jpg,149.43697443481935,149.1322910064089,133.7899006972322,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00114.jpg,125.83311245558437,149.46259483338136,140.40347642370114,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00115.jpg,141.8654030480207,151.07476277197355,131.53920253043228,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00116.jpg,124.2841658812441,148.33604865131727,133.02733270499527,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00117.jpg,117.15968288504583,147.73296570006627,138.34428730414774,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00118.jpg,84.05200688592915,146.64277301026416,138.4634411524871,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00119.jpg,165.36847929667087,142.58269035689034,139.23952537579538,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00120.jpg,111.75164282669097,144.552710112756,135.39686576599092,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00121.jpg,114.78718190386428,145.17167093038913,133.64231856738925,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00122.jpg,116.7951708053231,150.001322932795,137.83474119514727,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00123.jpg,81.79755281833755,148.19655763112814,140.4677706175055,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00124.jpg,90.10537653414049,147.75645968427912,136.08074191089557,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00125.jpg,134.24830030079525,142.36496490722047,138.2900957325532,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00126.jpg,136.05696256089746,147.03809189927588,135.99545460040378,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00127.jpg,132.9559484936233,146.33353459429486,136.5882323948001,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00128.jpg,118.69625394049564,140.20055684668307,132.5919602383856,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00129.jpg,115.4752628077179,147.53437125748502,134.4115635395875,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00130.jpg,123.12118987759895,149.9939992292588,140.67661901528638,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00131.jpg,102.66330390920555,153.54585771568642,138.25328364764724,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00132.jpg,112.81744671124065,144.0027525382403,135.7031163685544,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00133.jpg,136.52553051470986,149.2927944936511,127.9099824150691,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00134.jpg,115.7198274851745,141.77903569838034,127.71039308065536,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00135.jpg,118.08532696934724,149.66522564112594,142.87420042643924,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00136.jpg,142.7650410838036,145.87454274737595,137.6485542545174,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00137.jpg,90.0960954029621,145.39512406231967,134.32685131756108,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00138.jpg,123.17014255001575,138.9896750516932,123.36643980993331,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00139.jpg,131.85736051657838,141.54953565987086,138.22935863019663,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00140.jpg,96.53783477107741,150.95794769436887,141.5608158912874,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00141.jpg,147.4090479221606,163.928362280622,159.7922797126489,3
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00142.jpg,142.73218654909024,146.8106812395206,136.19113208718872,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00143.jpg,106.47615108475105,148.8659278913688,142.7077415326986,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00144.jpg,136.9235856331643,159.344717593999,167.89122052672167,3
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00145.jpg,116.52116799094733,151.8826105138865,135.16154584143072,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00146.jpg,134.3988992223017,146.5624004800037,134.52777329056377,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00147.jpg,163.24567239374758,139.24497803901303,135.37117297506782,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00148.jpg,132.21581219579284,145.69017806957748,136.56568483239454,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00149.jpg,121.74280504908836,153.36322580645162,133.61405329593268,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00150.jpg,67.03548593350384,140.76892583120204,128.90503836317134,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00151.jpg,96.66720514126179,146.61647732261068,134.5272953942863,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00152.jpg,124.73317452189595,150.46723957521652,136.4545717657012,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00153.jpg,115.82396771189072,152.11425023284696,135.990375659733,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00154.jpg,174.73608969035473,139.1354134535532,132.71281290781823,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00155.jpg,115.48016288888223,149.8213612001078,136.45833458095038,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00156.jpg,133.55610298355887,144.07692202124448,134.77932094529686,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00157.jpg,124.84039452767475,138.76736596175152,130.4919432535286,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00158.jpg,131.63483290488432,149.39987146529563,130.56928020565553,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00159.jpg,67.3018231809106,147.4863997905142,144.843491211417,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00160.jpg,137.59503745318352,145.65229301139533,129.27441429595984,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00161.jpg,133.2754519832268,147.12322815700833,141.48125386677665,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00162.jpg,111.51752082500043,145.17599081787037,136.47557518738154,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00163.jpg,95.73902868712366,145.7376876758434,130.67955089269282,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00164.jpg,109.97998276135823,135.59620749880918,121.36169392337878,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00165.jpg,123.00779330598439,145.80237912948087,137.60756933414086,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00166.jpg,97.69557419289647,148.56560400141464,143.33751831455564,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00167.jpg,91.10092104227348,140.01270041197617,131.077015927996,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00168.jpg,87.58483723949146,147.28376910160713,141.93237008085111,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00169.jpg,106.27658603377454,148.53812428253323,142.81512523685046,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00170.jpg,142.7142870277576,142.80737015345292,137.79953660711823,0
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00171.jpg,128.79177358490566,150.92290566037735,133.3255283018868,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00172.jpg,95.04837248359225,144.52727995933972,140.09908735332465,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00173.jpg,102.90805979510768,152.31631124120148,128.1754651892118,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00174.jpg,101.23200316210742,150.25347914161958,133.89854905383817,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00175.jpg,112.17581531848056,149.31422312239079,134.1298309428347,2
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00176.jpg,105.54462127457418,145.44408892118096,127.69630706031941,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00177.jpg,140.50695890298562,163.57224028471504,165.65115229587389,3
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00178.jpg,93.21749262339056,145.54513143776825,140.41815316523605,4
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00179.jpg,95.53764206288814,141.76024202852304,126.67083139006849,1
../Static Analysis/Data/extracted\test_visualization_toothmarks_validation_00180.jpg,75.42589492147015,145.05968800659065,134.74717637991975,0
